extension,size_kb,has_password,has_bank,has_email,has_phone,has_nic,has_card,has_secret,has_confidential,has_api_key,has_token,has_passport,has_internal,has_project,has_student,has_report,has_invoice,has_salary,has_medical,risk
other,6753,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
png,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
jpg,1757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,4203,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,Medium
csv,451,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Medium
json,3150,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,High
csv,72,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,High
pdf,2205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Medium
other,4483,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Medium
txt,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
log,456,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,High
docx,1039,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Low
png,4091,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Medium
png,1244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
xlsx,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,786,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,5357,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,High
docx,542,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
pdf,1405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,5649,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Medium
pdf,6862,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,High
other,8023,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,High
txt,6237,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,Medium
png,4083,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
txt,6227,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,High
jpg,1389,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Medium
xlsx,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
xlsx,227,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Medium
txt,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,2499,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,High
png,305,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,High
txt,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
json,10476,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,High
pdf,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1594,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
xlsx,5820,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
jpg,11038,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,High
png,1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1555,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,1172,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,High
pdf,5255,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,High
txt,1624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,2237,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
pdf,1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,2554,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Medium
pdf,474,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,2696,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
txt,6448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,High
jpg,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5132,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,High
docx,2582,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,High
pdf,2315,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
log,10934,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,High
csv,1985,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,High
docx,898,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,10021,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,High
txt,390,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,High
png,209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low
other,6455,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,High
txt,1032,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,Low
csv,1623,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,Medium
csv,4718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,High
csv,11915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,High
xlsx,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,803,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
docx,7127,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,High
pdf,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,2818,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,High
xlsx,1921,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Medium
txt,400,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,High
json,5493,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,High
xlsx,3828,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,Medium
pdf,3234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
pdf,3512,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
png,910,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Medium
csv,3955,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
json,2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,High
txt,569,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Medium
jpg,7738,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,High
png,2633,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,High
png,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1597,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Medium
other,557,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Medium
jpg,551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
docx,3279,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
json,11915,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,High
png,1083,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,High
png,968,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,High
png,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,11340,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,High
xlsx,4224,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,High
docx,5928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
other,734,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Medium
pdf,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,11170,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,High
xlsx,11396,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,High
docx,2128,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,High
jpg,2081,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,High
pdf,6808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
txt,180,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
png,69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
jpg,1839,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,High
png,6796,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,High
pdf,9668,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,High
other,5694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
txt,643,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Medium
jpg,1148,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Medium
other,1596,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
pdf,3880,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,High
jpg,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1532,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,868,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,High
pdf,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,11764,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,High
png,1639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
log,3896,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,High
other,7368,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,High
csv,1698,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,High
docx,3242,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
csv,1457,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,High
xlsx,9298,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,High
other,8535,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,High
csv,933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
other,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,2190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
xlsx,6596,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
log,3939,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,High
png,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,4021,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,High
jpg,1586,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,High
docx,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,3973,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,High
docx,8177,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,High
png,4147,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,High
json,10499,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,High
other,9422,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,High
csv,2447,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
log,7492,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,High
xlsx,7052,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,High
other,1780,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
jpg,2034,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,High
txt,4222,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,High
docx,6768,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,High
jpg,5019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
txt,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
docx,3548,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Medium
png,214,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,4261,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,Medium
docx,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
png,253,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
jpg,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,8711,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,High
pdf,2231,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Medium
txt,4997,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,Medium
docx,6912,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,High
xlsx,6482,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
png,619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,1110,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
xlsx,2742,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,High
docx,2237,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,Medium
docx,2471,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
docx,1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,9668,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,High
txt,5614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,High
docx,3802,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Medium
json,1455,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High
png,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
png,449,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
csv,6773,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,High
txt,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
xlsx,1067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
png,1635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,5655,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,High
txt,904,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
xlsx,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,6491,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,Medium
png,376,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
png,1566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
docx,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,7416,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,High
jpg,953,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
xlsx,5455,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
docx,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,2477,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Medium
log,11501,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,High
xlsx,6438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
pdf,1276,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,Medium
other,257,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Low
png,1013,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,High
jpg,39,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,High
jpg,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,8920,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,High
png,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
jpg,11585,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,High
jpg,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Low
docx,3711,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,High
docx,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,4530,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
png,554,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
docx,2080,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,Medium
txt,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
xlsx,1463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
jpg,7179,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,High
csv,5675,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Medium
pdf,503,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,High
other,1644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,931,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
csv,1303,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,High
csv,6910,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,High
xlsx,9846,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,High
txt,2987,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
jpg,1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,480,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
txt,6089,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,Medium
xlsx,3954,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,Medium
xlsx,4521,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,High
png,4133,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
pdf,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1676,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Low
docx,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
docx,4466,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Medium
log,11389,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,High
xlsx,8786,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,High
jpg,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
xlsx,5664,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,Medium
txt,1514,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,High
png,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,2699,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
png,2040,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
xlsx,8457,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,High
docx,1790,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
png,7173,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,High
docx,1523,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,Medium
docx,11703,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,High
jpg,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,6135,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,High
other,3225,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
docx,787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
jpg,2326,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,Medium
other,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
pdf,748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
other,1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,6094,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,Medium
json,3905,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,High
other,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,9911,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,High
other,10639,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,High
pdf,4875,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Medium
other,1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,3110,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
jpg,3298,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Medium
txt,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1180,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
png,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,4138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
png,2810,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
png,4772,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Medium
png,1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,2983,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,Medium
png,5004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
png,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
jpg,1096,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,High
xlsx,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,3271,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,High
pdf,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
jpg,2574,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Medium
jpg,7923,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,High
jpg,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,6016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,Medium
other,2210,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,High
json,3149,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,High
xlsx,3704,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
txt,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
png,470,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
json,5535,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,High
png,5922,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,High
pdf,6008,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,Medium
json,2664,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,High
png,11857,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,High
txt,154,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
png,1650,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5706,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Medium
jpg,2953,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,High
jpg,2672,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Medium
jpg,964,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Low
jpg,5959,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
